상품번호,상품명_기본,자체상품코드,카테고리 코드,이미지 저장소,이미지 경로,페이스북 광고 제품 피드 이미지명
1000000780,에르메스 넥타이,90900014,"007009
007",url,20/01/04/1000000780/,https://koodonkr.hgodo.com/product_img/Accessories/90900014/500229_f.jpg
1000000781,티파니앤코 팔찌 하트,3085108,"004004
004
007
007012",url,20/01/04/1000000781/,http://koodonkr.hgodo.com/reebonz_facebook_img/3085108_1.png
1000000782,티파니앤코 엘사 퍼레티 실버 링,7649526,"004003
004
007
007011",url,20/01/04/1000000782/,http://koodonkr.hgodo.com/reebonz_facebook_img/7649526.png
1000000783,발렌시아가 트리플 S 스니커즈,7829479,"003003001
003
003003",url,20/01/04/1000000783/,https://koodonkr.hgodo.com/reebonz_facebook_img/7829479_1.png
1000000784,오메가 씨마스터 오토매틱 시계 남자,5309967,"005001
005",url,20/01/04/1000000784/,http://koodonkr.hgodo.com/reebonz_facebook_img/5309967_1.png
1000000785,발렌시아가 트레이닝 조거 팬츠,6406148,"003001007
003
003001",url,20/01/04/1000000785/,https://koodonkr.hgodo.com/reebonz_facebook_img/6406148_1.png
1000000786,지방시 안티아고 카프 스킨 클러치백 블랙,8430909,"002002004
002
002002
003
003002
003002004",url,20/01/04/1000000786/,http://koodonkr.hgodo.com/reebonz_facebook_img/8430909_1.png
1000000787,샤넬 넥타이,90900015,"007009
007",url,20/01/04/1000000787/,https://koodonkr.hgodo.com/product_img/Accessories/90900015/500233_f.jpg
1000000789,지방시 판도라 링클 램 스킨 숄더백 브라운,8245705,"003002002
003
003002",url,20/01/04/1000000789/,http://koodonkr.hgodo.com/reebonz_facebook_img/8245705_1.png
1000000790,발렌시아가 블랭킷 플라워 프린트 램 스킨 스퀘어백 블루,7629463,"003002003
003
003002",url,20/01/04/1000000790/,https://koodonkr.hgodo.com/reebonz_facebook_img/7629463_1.png
1000000792,지방시 샤크 우먼 카프 스킨 크로스백 베이지,8419571,"003002005
003
003002",url,20/01/04/1000000792/,http://koodonkr.hgodo.com/reebonz_facebook_img/8419571_1.png
1000000793,발렌시아가 레드 반팔 티셔츠,7093391,"002001002
002
002001",url,20/01/04/1000000793/,https://cdn.reebonzkorea.co.kr/uploads/product_meta_info/201905/6439252/representative_DSC00060.JPG
1000000794,지방시 체인 판도라 카프 스킨 박스백 살구,7395253,"003002002
003
003002",url,20/01/04/1000000794/,http://koodonkr.hgodo.com/reebonz_facebook_img/7395253_1.png
1000000795,발렌시아가 클래식 엔빌로프 크로스백 다홍,8248537,"003002005
003
003002",url,20/01/04/1000000795/,https://koodonkr.hgodo.com/reebonz_facebook_img/8248537_1.png
1000000796,발렌시아가 캐시미어 쇼트 슬리브 니트 레드,3077589,"003001003
003
003001",url,20/01/04/1000000796/,https://koodonkr.hgodo.com/reebonz_facebook_img/3077589_1.png
1000000797,지방시 나이팅게일 램 스킨 토트백 블랙 스몰,8400023,"003002003
003
003002",url,20/01/04/1000000797/,http://koodonkr.hgodo.com/reebonz_facebook_img/8400023_1.png
1000000798,발렌시아가 블랙펄 패브릭 스피드러너 블랙,6700206,"002003001
002
002003",url,20/01/04/1000000798/,https://koodonkr.hgodo.com/reebonz_facebook_img/6700206_1.png
1000000799,지방시 판도라 링클 램 스킨 라지백 다크브라운,7243079,"003002003
003
003002",url,20/01/04/1000000799/,http://koodonkr.hgodo.com/reebonz_facebook_img/7243806_1.png
1000000800,발렌시아가 은장 메탈릭 엣지 엔벨롭 크로스백,1875800,"003002005
003
003002",url,20/01/04/1000000800/,https://koodonkr.hgodo.com/reebonz_facebook_img/1875800_1.png
1000000801,발렌시아가 모터 미드 램 스킨 애프터눈백 화이트,1849259,"003002002
003
003002",url,20/01/04/1000000801/,https://koodonkr.hgodo.com/reebonz_facebook_img/1849259_1.png
1000000802,발렌시아가 페이던트 앵클 부츠 블랙,5657319,"003003003
003
003003",url,20/01/04/1000000802/,https://koodonkr.hgodo.com/reebonz_facebook_img/5657319_1.png
1000000803,지방시 판도라 링클 램스킨 숄더백 브라운,8432013,"003002002
003
003002",url,20/01/04/1000000803/,http://koodonkr.hgodo.com/reebonz_facebook_img/8432013_1.png
1000000804,지방시 나이팅게일 램 스킨 숄더백 블랙,8195487,"003002002
003
003002",url,20/01/04/1000000804/,http://koodonkr.hgodo.com/reebonz_facebook_img/8195487_1.png
1000000805,발렌시아가 카프 스킨 레이스러너 화이트,7623229,"003003001
003
003003",url,20/01/04/1000000805/,https://koodonkr.hgodo.com/reebonz_facebook_img/7623229_1.png
1000000806,발렌시아가 로고 트레이닝 조거 팬츠,7093363,"002001006
002
002001",url,20/01/05/1000000806/,https://koodonkr.hgodo.com/reebonz_facebook_img/7093363_1.png
1000000807,지방시 핑크 나이팅게일 미디움 토트백,7740675,"003002003
003
003002",url,20/01/05/1000000807/,http://koodonkr.hgodo.com/reebonz_facebook_img/7740675_1.png
1000000808,태그호이어 그랜드 까레라 콤비 시계,80100003,"005001
005",url,20/01/05/1000000808/,https://koodonkr.hgodo.com/product_img/Accessories/80100003/80100003_f.jpg
1000000809,지방시 안티고나 엑스바디 고트 스킨 파우치 핑크,6145589,"003002004
003
003002",url,20/01/05/1000000809/,http://koodonkr.hgodo.com/reebonz_facebook_img/6145589_1.png
1000000810,시티 여성 블랙 장지갑,8294410,"007001
007",url,20/01/05/1000000810/,https://koodonkr.hgodo.com/reebonz_facebook_img/8294410_1.png
1000000811,펜디 칸아이 쇼퍼 숄더백,7979332,"003002002
003
003002",url,20/01/05/1000000811/,http://koodonkr.hgodo.com/reebonz_facebook_img/7979332_1.png
1000000812,발렌시아가 클래식 시티 장지갑,7727790,"007001
007",url,20/01/05/1000000812/,https://koodonkr.hgodo.com/reebonz_facebook_img/7727790_1.png
1000000813,펜디 피카부 고트 스킨 토트백 퍼플,4007487,"003002003
003
003002",url,20/01/05/1000000813/,http://koodonkr.hgodo.com/reebonz_facebook_img/4007487_1.png
1000000814,펜디 미아 라지 숄더백,3204205,"003002002
003
003002",url,20/01/05/1000000814/,http://koodonkr.hgodo.com/reebonz_facebook_img/3204205_1.png
1000000815,생로랑 클러치,7922819,"003002004
003
003002",url,20/01/05/1000000815/,https://koodonkr.hgodo.com/reebonz_facebook_img/7922819_1.png
1000000816,펜디 카프 스킨 페이던트 카멜레온 백,6120716,"003002003
003
003002",url,20/01/05/1000000816/,http://koodonkr.hgodo.com/reebonz_facebook_img/6120716_1.png
1000000817,펜디 애플 카프 스킨 클러치백 블랙,8163944,"002002004
002
002002
003
003002
003002004",url,20/01/05/1000000817/,http://koodonkr.hgodo.com/reebonz_facebook_img/8163944_1.png
1000000818,생로랑 블랙 벨드쥬르 모노그램 클러치,7394692,"007001
007",url,20/01/05/1000000818/,https://koodonkr.hgodo.com/reebonz_facebook_img/7394692_1.png
1000000819,펜디 바게트 마이크로 숄더백,6607056,"003002002
003
003002",url,20/01/05/1000000819/,http://koodonkr.hgodo.com/reebonz_facebook_img/6607056_1.png
1000000820,펜디 카프 스킨 메신저백 베이지,7323637,"003002003
003
003002",url,20/01/05/1000000820/,http://koodonkr.hgodo.com/reebonz_facebook_img/7323637_1.png
1000000821,생로랑 카드케이스,7726677,"007001
007",url,20/01/05/1000000821/,https://koodonkr.hgodo.com/reebonz_facebook_img/7726677_1.png
1000000822,펜디 쇼핑 투쥬르 쁘띠 카프 스킨 토트백 그레이,8176639,"003002003
003
003002",url,20/01/05/1000000822/,http://koodonkr.hgodo.com/reebonz_facebook_img/8176639_1.png
1000000823,펜디 카멜레온 토트백,7898674,"003002003
003
003002",url,20/01/05/1000000823/,http://koodonkr.hgodo.com/reebonz_facebook_img/7898674_1.png
1000000824,에르메스 넥타이,90900016,"007009
007",url,20/01/05/1000000824/,http://koodonkr.hgodo.com/product_img/Accessories/Necktie/90900016/f.jpg
1000000825,입생로랑 샌들 쪼리 금장,7951796,"003003004
003
003003",url,20/01/05/1000000825/,https://koodonkr.hgodo.com/reebonz_facebook_img/7951796_1.png
1000000826,펜디 카프 스킨 미디엄 중지갑,7452896,"007001
007",url,20/01/05/1000000826/,http://koodonkr.hgodo.com/reebonz_facebook_img/7452896_1.png
1000000827,생로랑 글리터 스니커즈 레드,7138275,"003003001
003
003003",url,20/01/05/1000000827/,https://koodonkr.hgodo.com/reebonz_facebook_img/7138275_1.png
1000000828,펜디 몬스터 카프 스킨 장지갑,4082062,"007001
007",url,20/01/05/1000000828/,http://koodonkr.hgodo.com/reebonz_facebook_img/4082062_1.png
1000000830,생로랑 모노 카프 스킨 체인백 화이트,8073619,"003002004
003
003002",url,20/01/05/1000000830/,https://koodonkr.hgodo.com/reebonz_facebook_img/8073619_1.png
1000000831,펜디 스틸 뱅글,6753130,"007012
007",url,20/01/05/1000000831/,http://koodonkr.hgodo.com/reebonz_facebook_img/6753130_1.png
1000000832,펜디 로고 스틸 목걸이 골드,7213129,"007014
007",url,20/01/05/1000000832/,http://koodonkr.hgodo.com/reebonz_facebook_img/7213129_1.png
1000000833,펜디 버그 퍼 키링,7727811,"007006
007",url,20/01/05/1000000833/,http://koodonkr.hgodo.com/reebonz_facebook_img/7727811_1.png
1000000834,생로랑 실버 로고 카프 스킨 클러치백 블랙,8390106,"002002004
002
002002",url,20/01/05/1000000834/,https://koodonkr.hgodo.com/reebonz_facebook_img/8390106_1.png
1000000836,펜디 실크 드레스,5166557,"003001003
003
003001",url,20/01/05/1000000836/,http://koodonkr.hgodo.com/reebonz_facebook_img/5166557_1.png
1000000837,생로랑 캐서린 크로커다일 카프 스킨 크로스백 버건디,8266932,"003002005
003
003002",url,20/01/05/1000000837/,https://koodonkr.hgodo.com/reebonz_facebook_img/8266932_1.png
1000000838,펜디 리버서블 카프 스킨 벨트 브라운,8196157,"007004
007",url,20/01/05/1000000838/,http://koodonkr.hgodo.com/reebonz_facebook_img/8196157_1.png
1000000839,펜디 카프 스킨 스터드 숄더 스트랩,5254648,"007015
007",url,20/01/05/1000000839/,http://koodonkr.hgodo.com/reebonz_facebook_img/5254648_1.png
1000000840,생로랑 벨드쥬르 카프 스킨 클러치백 블랙,8245454,"003002004
003
003002",url,20/01/05/1000000840/,https://koodonkr.hgodo.com/reebonz_facebook_img/8245454_1.png
1000000841,펜디 몬스터 폭스 퍼 키링 그린,6010548,"007015
007",url,20/01/05/1000000841/,http://koodonkr.hgodo.com/reebonz_facebook_img/6010548_1.png
1000000842,펜디 스틸 선글라스 블루,8271839,"007007
007",url,20/01/05/1000000842/,http://koodonkr.hgodo.com/reebonz_facebook_img/8271839_1.png
1000000843,생로랑 스웨이드 힐 블랙,4077080,"003003002
003
003003",url,20/01/05/1000000843/,https://koodonkr.hgodo.com/reebonz_facebook_img/4077080_1.png
1000000844,생로랑 스터드 램스킨 슬립온 스니커즈,2633589,"002003001
002
002003",url,20/01/05/1000000844/,https://koodonkr.hgodo.com/reebonz_facebook_img/2633589_1.png
1000000845,생로랑 밀리터리 스니커즈,7892118,"002
002003
002003001",url,20/01/05/1000000845/,http://koodonkr.hgodo.com/reebonz_facebook_img/7892118_1.png
1000000846,생로랑 클래식 파리 비폴드 반지갑,7206768,"007001
007",url,20/01/05/1000000846/,https://koodonkr.hgodo.com/reebonz_facebook_img/7206768_1.png
1000000847,생로랑 더플 투웨이 토트백,8410834,"003002003
003
003002",url,20/01/05/1000000847/,https://koodonkr.hgodo.com/reebonz_facebook_img/8410834_1.png
1000000849,생로랑 카바스 램 미디엄백 블루,7532521,"003002003
003
003002",url,20/01/05/1000000849/,https://koodonkr.hgodo.com/reebonz_facebook_img/7532521_1.png
1000000850,셀린느 미디엄 트라페제,7949152,"003002003
003
003002",url,20/01/05/1000000850/,http://koodonkr.hgodo.com/reebonz_facebook_img/7949152_1.png
1000000851,생로랑 선글라스 블랙,7829872,"007007
007",url,20/01/05/1000000851/,https://koodonkr.hgodo.com/reebonz_facebook_img/7829872_1.png
1000000852,생로랑 캐시미어 스카프 블랙레드,6888947,"007005
007",url,20/01/05/1000000852/,https://koodonkr.hgodo.com/reebonz_facebook_img/6888947_1.png
1000000853,셀린느 롱 스트랩 카프 스킨 빅백 그린 스몰,8199131,"003002003
003
003002",url,20/01/05/1000000853/,http://koodonkr.hgodo.com/reebonz_facebook_img/8199131_1.png
1000000854,셀린느 케이스 숄더백,6059048,"003002002
003
003002",url,20/01/05/1000000854/,http://koodonkr.hgodo.com/reebonz_facebook_img/6059048_1.png
1000000855,생로랑 카드홀더,7726691,"007001
007",url,20/01/05/1000000855/,https://koodonkr.hgodo.com/reebonz_facebook_img/7726691_1.png
1000000856,발렌시아가 스틸 뱅글 골드,7618217,"007012
007",url,20/01/05/1000000856/,https://koodonkr.hgodo.com/reebonz_facebook_img/7618217_1.png
1000000857,로렉스 스테인이스 스틸 디아 남성 시계,7133594,"005001
005",url,20/01/05/1000000857/,https://koodonkr.hgodo.com/reebonz_facebook_img/7133594_1.png
1000000858,셀린느 폴딩 카프 스킨 클러치 레드,7365699,"003002004
003
003002",url,20/01/05/1000000858/,http://koodonkr.hgodo.com/reebonz_facebook_img/7365699_1.png
1000000859,셀린느 빅백 스몰 토트백,7728000,"003002003
003
003002",url,20/01/05/1000000859/,http://koodonkr.hgodo.com/reebonz_facebook_img/7728000_1.png
1000000860,로렉스 스테인리스 서브마리너 시계 그린,5576536,"005001
005",url,20/01/05/1000000860/,https://koodonkr.hgodo.com/reebonz_facebook_img/5576536_1.png
1000000861,셀린느 트라페제백,7727528,"003002003
003
003002",url,20/01/05/1000000861/,http://koodonkr.hgodo.com/reebonz_facebook_img/7727528_1.png
1000000862,셀린느 투웨이 카프 스킨 숄더백 아이보리,8074542,"003002003
003
003002",url,20/01/05/1000000862/,http://koodonkr.hgodo.com/reebonz_facebook_img/8074542_1.png
1000000863,발렉스트라 카주 카프 스킨 토트백 아이보리,6351453,"003002003
003
003002",url,20/01/05/1000000863/,https://koodonkr.hgodo.com/reebonz_facebook_img/6351453_1.png
1000000864,발렉스트라 카프 스킨 보스턴백 화이트,4818378,"003002003
003
003002",url,20/01/05/1000000864/,https://koodonkr.hgodo.com/reebonz_facebook_img/4818378_1.png
1000000865,셀린느 빅 숄더백,8024320,"003002002
003
003002",url,20/01/05/1000000865/,http://koodonkr.hgodo.com/reebonz_facebook_img/8024320_1.png
1000000866,바쉐린 콘스탄틴 로얄 이글 크로노 빅데이트 시계 실버브라운,7434675,"005001
005",url,20/01/05/1000000866/,https://koodonkr.hgodo.com/reebonz_facebook_img/7434675_1.png
1000000867,셀린느 트리 폴드 pvc 블랙 반지갑,8447758,"007001
007",url,20/01/05/1000000867/,http://koodonkr.hgodo.com/reebonz_facebook_img/8447758_1.png
1000000868,셀린느 카프 스킨 동전지갑,8423378,"007001
007",url,20/01/05/1000000868/,http://koodonkr.hgodo.com/reebonz_facebook_img/8423378_1.png
1000000869,셀린느 지퍼 카프 스킨 반지갑,8235320,"007001
007",url,20/01/05/1000000869/,http://koodonkr.hgodo.com/reebonz_facebook_img/8235320_1.png
1000000870,태그호이어 2000 익스클루시브 셀프 와인딩 시계,5254789,"005001
005",url,20/01/05/1000000870/,https://koodonkr.hgodo.com/reebonz_facebook_img/5254789_1.png
1000000871,셀린느 카프 스킨 레더 팔찌 레드,7541529,"007012
007",url,20/01/05/1000000871/,http://koodonkr.hgodo.com/reebonz_facebook_img/7541529_1.png
1000000872,태그호이어 아쿠아레이서 크로노그래프 스틸 시계 실버,5997101,"005001
005",url,20/01/05/1000000872/,https://koodonkr.hgodo.com/reebonz_facebook_img/5997101_1.png
1000000873,태그호이어 스틸 여성 시계 실버,5996982,"005001
005",url,20/01/05/1000000873/,https://koodonkr.hgodo.com/reebonz_facebook_img/5996982_1.png
1000000875,태그호이어 까레라 크로노그래프 시계,5594468,"005001
005",url,20/01/05/1000000875/,https://koodonkr.hgodo.com/reebonz_facebook_img/5594468_1.png
1000000876,셀린느 구두,8026555,"003003002
003
003003",url,20/01/05/1000000876/,http://koodonkr.hgodo.com/reebonz_facebook_img/8026555_1.png
1000000877,셀린느 코튼 스커트 브라운,1550063,"003001008
003
003001",url,20/01/05/1000000877/,http://koodonkr.hgodo.com/reebonz_facebook_img/1550063_1.png
1000000878,피아제 포제션 셀러브레이션 18k 로즈골드링,8339580,"007011
007",url,20/01/05/1000000878/,https://koodonkr.hgodo.com/reebonz_facebook_img/8339580_1.png
1000000879,무스너클 로고 자수 코튼 후드티 그레이,8113304,"002001005
002
002001
003
003001
003001006",url,20/01/05/1000000879/,http://koodonkr.hgodo.com/reebonz_facebook_img/8113304_1.png
1000000880,무스너클 로고 자수 코튼 후드티 그레이,8113331,"002001005
002
002001
003
003001
003001006",url,20/01/05/1000000880/,http://koodonkr.hgodo.com/reebonz_facebook_img/8113304_1.png
1000000881,몽클레어 플라메뜨 폴리 패딩 블랙,8294241,"003001001
003
003001",url,20/01/05/1000000881/,http://koodonkr.hgodo.com/reebonz_facebook_img/8294241_1.png
1000000882,몽클레어 러버로고 스트랩 코튼 폴리 패딩 블랙,8139830,"002001005
002
002001",url,20/01/05/1000000882/,http://koodonkr.hgodo.com/reebonz_facebook_img/8139830_1.png
1000000883,몽클레어 폴리아미드 구스다운 패딩 블루,8245695,"002001001
002
002001
003
003001
003001001",url,20/01/05/1000000883/,http://koodonkr.hgodo.com/reebonz_facebook_img/8245695_1.png
1000000884,미우미우 네로 카프 스킨 토트백 블랙,8423106,"003002003
003
003002",url,20/01/05/1000000884/,https://koodonkr.hgodo.com/reebonz_facebook_img/8423106_1.png
1000000885,몽클레어 몽펠리에 패브릭 스니커즈 화이트,7142850,"003003001
003
003003",url,20/01/05/1000000885/,http://koodonkr.hgodo.com/reebonz_facebook_img/7142850_1.png
1000000886,미우미우 글리터 슬립온 그레이,3138719,"003003001
003
003003",url,20/01/05/1000000886/,https://koodonkr.hgodo.com/reebonz_facebook_img/3138719_1.png
1000000887,몽클레어 스카르프 패브릭 스니커즈 화이트,7133987,"002003001
002
002003",url,20/01/05/1000000887/,http://koodonkr.hgodo.com/reebonz_facebook_img/7133987_1.png
1000000888,미우미우 패브릭 슬립온 핑크,7366671,"003003001
003
003003",url,20/01/05/1000000888/,https://koodonkr.hgodo.com/reebonz_facebook_img/7366671_1.png
1000000889,끌로에 파라티 카프 스킨 토드백 블랙,8423271,"003002003
003
003002",url,20/01/05/1000000889/,http://koodonkr.hgodo.com/reebonz_facebook_img/8423271_1.png
1000000890,미우 미우 마틀라쎄 지갑 5MB153,7923188,"007001
007",url,20/01/05/1000000890/,https://koodonkr.hgodo.com/reebonz_facebook_img/7923188_1.png
1000000891,끌로에 C 로고 카프 스킨 카드지갑,8149564,"007001
007",url,20/01/05/1000000891/,http://koodonkr.hgodo.com/reebonz_facebook_img/8149564_1.png
1000000892,끌로에 엘시 카프 스킨 샤첼백 핑크,1107582,"003002003
003
003002",url,20/01/05/1000000892/,http://koodonkr.hgodo.com/reebonz_facebook_img/1107582_1.png
1000000893,미우미우 지퍼 고트 스킨 장지갑,8423041,"007001
007",url,20/01/05/1000000893/,https://koodonkr.hgodo.com/reebonz_facebook_img/8423041_1.png
1000000894,끌로에 파라티백 미듐 토트백,7929407,"003002003
003
003002",url,20/01/05/1000000894/,http://koodonkr.hgodo.com/reebonz_facebook_img/7929407_1.png
1000000895,미우미우 페이던트 펌프스 레드,7413200,"003003002
003
003003",url,20/01/05/1000000895/,https://koodonkr.hgodo.com/reebonz_facebook_img/7413200_1.png
1000000896,끌로에 로이 카프 스킨 숄더백 아이보리 미니,7967123,"003002002
003
003002",url,20/01/05/1000000896/,http://koodonkr.hgodo.com/reebonz_facebook_img/7967123_1.png
1000000897,미우미우 나파 보스턴 램 토트백 브라운,8110228,"003002003
003
003002",url,20/01/05/1000000897/,https://koodonkr.hgodo.com/reebonz_facebook_img/8110228_1.png
1000000898,발렌시아가 트랙 슈즈,30100009,"003003001
003
003003",url,20/01/05/1000000898/,https://koodonkr.hgodo.com/product_img/WOMEN/Shoes/30100009/30100009_f.jpg
1000000899,로에베 미니 게이트백,20500002,"003002005
003
003002",url,20/01/05/1000000899/,https://koodonkr.hgodo.com/product_img/Accessories/20500002/20500002_f.jpg
1000000900,미우미우 페이던트 로퍼 네이비,3138695,"002003006
002
002003",url,20/01/05/1000000900/,https://koodonkr.hgodo.com/reebonz_facebook_img/3138695_1.png
1000000901,끌로에 카프 스킨 앵클 부츠 카멜,2617547,"003003003
003
003003",url,20/01/05/1000000901/,http://koodonkr.hgodo.com/reebonz_facebook_img/2617547_1.png
1000000902,미우미우 램 숄더백 옐로우,7132551,"003002002
003
003002",url,20/01/05/1000000902/,https://koodonkr.hgodo.com/reebonz_facebook_img/7132551_1.png
1000000903,끌로에 토트백,7803175,"003002003
003
003002",url,20/01/05/1000000903/,
1000000904,미우미우 레더 카프 스킨 숄더백 블랙,7547909,"003002002
003
003002",url,20/01/05/1000000904/,https://koodonkr.hgodo.com/reebonz_facebook_img/7547909_1.png
1000000905,미우미우 스웨이드 샌들 레드,7278818,"003003004
003
003003",url,20/01/05/1000000905/,https://koodonkr.hgodo.com/reebonz_facebook_img/7278818_1.png
1000000906,끌로에 카프 스킨 투웨이백 카키,7101306,"003002003
003
003002",url,20/01/05/1000000906/,http://koodonkr.hgodo.com/reebonz_facebook_img/7101306_1.png
1000000907,미우미우 마틀라쎄 장지갑,7760265,"007001
007",url,20/01/05/1000000907/,https://koodonkr.hgodo.com/reebonz_facebook_img/7760265_1.png
1000000908,미우미우 마틀라쎄 램 토트백 아이보리,8310567,"003002003
003
003002",url,20/01/05/1000000908/,https://koodonkr.hgodo.com/reebonz_facebook_img/8310567_1.png
1000000910,미우미우 로고 PVC 버킷백 화이트,8418288,"003002006
003
003002",url,20/01/05/1000000910/,https://koodonkr.hgodo.com/reebonz_facebook_img/8418288_1.png
1000000911,미우미우 파이썬 슈즈,2330160,"003003002
003
003003",url,20/01/05/1000000911/,https://koodonkr.hgodo.com/reebonz_facebook_img/2330160_1.png
1000000912,로에베 스팽글 앵클 부츠 블랙,6803961,"003003003
003
003003",url,20/01/05/1000000912/,http://koodonkr.hgodo.com/reebonz_facebook_img/6803961_1.png
1000000913,미우미우 비텔로 샤인 투웨이 카프 스킨 토트백 그린,8397735,"003002003
003
003002",url,20/01/05/1000000913/,https://koodonkr.hgodo.com/reebonz_facebook_img/8397735_1.png
1000000914,로에베 토트백,7786296,"003002003
003
003002",url,20/01/05/1000000914/,http://koodonkr.hgodo.com/reebonz_facebook_img/7786296_1.png
1000000915,미우미우 투웨이 카프 스킨 숄더백 브라운,8448268,"003002002
003
003002",url,20/01/05/1000000915/,https://koodonkr.hgodo.com/reebonz_facebook_img/8448268_1.png
1000000917,로에베 블랙 패브릭 토트백,7344608,"003002003
003
003002",url,20/01/05/1000000917/,http://koodonkr.hgodo.com/reebonz_facebook_img/7344608_1.png
1000000918,로에베 스웨이드 토트백 베이지,3933702,"003002003
003
003002",url,20/01/05/1000000918/,http://koodonkr.hgodo.com/reebonz_facebook_img/3933702_1.png
1000000919,로에베 브라운 해먹 토트백,7394690,"003002003
003
003002",url,20/01/05/1000000919/,http://koodonkr.hgodo.com/reebonz_facebook_img/7394690_1.png
1000000920,로에베 피엘 오비나 램 토트백 골드,8409366,"003002003
003
003002",url,20/01/05/1000000920/,http://koodonkr.hgodo.com/reebonz_facebook_img/8409366_1.png
1000000935,샤넬 카프 스킨 체인 숄더백 블랙,8459970,"003002002
003
003002",url,20/01/05/1000000935/,http://koodonkr.hgodo.com/reebonz_facebook_img/8459970_1.png
1000000936,샤넬 보이 카프 스킨 반지갑,8448316,"007001
007",url,20/01/05/1000000936/,http://koodonkr.hgodo.com/reebonz_facebook_img/8448316_1.png
1000000938,구찌 카프 스킨 벨트 핑크,8460055,"007004
007",url,20/01/05/1000000938/,http://koodonkr.hgodo.com/reebonz_facebook_img/8460055_1.png
1000000940,구찌 실버 귀걸이 18K YBD223729003,8460112,"004001
004",url,20/01/05/1000000940/,http://koodonkr.hgodo.com/reebonz_facebook_img/8460112_1.png
1000000941,구찌 GG 에이스 카프 스킨 스니커즈 화이트,8533319,"003003001
003
003003",url,20/01/05/1000000941/,http://koodonkr.hgodo.com/reebonz_facebook_img/8533319_1.png
1000000943,구찌 에덴 GG 수프림 지퍼 남여공용 블랙 카드지갑 451242,8474786,"007001
007",url,20/01/05/1000000943/,http://koodonkr.hgodo.com/reebonz_facebook_img/8474786_1.png
1000000944,프라다 페이던트 로퍼 화이트,8430788,"003003008
003
003003",url,20/01/05/1000000944/,http://koodonkr.hgodo.com/reebonz_facebook_img/8430788_1.png
1000000945,프라다 카프 스킨 장지갑,8448270,"007001
007",url,20/01/05/1000000945/,http://koodonkr.hgodo.com/reebonz_facebook_img/8448270_1.png
1000000946,프라다 사피아노 럭스 카프 스킨 토트백 네이비,8459456,"003002003
003
003002",url,20/01/05/1000000946/,http://koodonkr.hgodo.com/reebonz_facebook_img/8459456_1.png
1000000947,발렌시아가 램 바자르 클러치백,8289236,"003002004
002
002002
002002004
003
003002
006",url,20/01/05/1000000947/,http://koodonkr.hgodo.com/reebonz_facebook_img/8289236_1.png
1000000974,버버리 트렌치 코트,10100025,"003001001
003
003001",url,20/02/06/1000000974/,http://koodonkr.hgodo.com/product_img/WOMEN/OUTER/10100025/10100025_f.jpg
1000000975,오프화이트 모나리자 후드,40500016,"002001005
002
002001",url,20/02/06/1000000975/,http://koodonkr.hgodo.com/product_img/MEN/Top/40500016/40500016_f.jpg
1000000976,스톤아일랜드 맨투맨,40500017,"002001005
002
002001",url,20/02/06/1000000976/,http://koodonkr.hgodo.com/product_img/MEN/Top/40500017/40500017_f.jpg
1000000977,겐조 맨투맨,40500018,"002001005
002
002001",url,20/02/06/1000000977/,http://koodonkr.hgodo.com/product_img/MEN/Top/40500018/40500018_f.jpg
1000000978,루이비통 다미에 알마 BB,20300013,"003002003
003
003002",url,20/02/07/1000000978/,http://koodonkr.hgodo.com/product_img/Accessories/20300013/20300013_f.jpg
1000000979,루이비통 몽테뉴 MM,20300014,"003002003
003
003002",url,20/02/07/1000000979/,http://koodonkr.hgodo.com/product_img/Accessories/20300014/20300014_f.jpg
1000000980,샤넬 보이백 스몰,20200007,"003002002
003
003002",url,20/02/07/1000000980/,http://koodonkr.hgodo.com/product_img/Accessories/20200007/20200007_f.jpg
1000000981,샤넬 캐비어 클래식 미듐,20200008,"003002002
003
003002",url,20/02/07/1000000981/,http://koodonkr.hgodo.com/product_img/Accessories/20200008/20200008_f.jpg
1000000982,샤넬 쉐브론 보이백 미듐,20200009,"003002002
003
003002",url,20/02/07/1000000982/,http://koodonkr.hgodo.com/product_img/Accessories/20200009/20200009_f.jpg
1000000983,구찌 GG 수프림 메신저백 (474139),20500003,"003002005
002
002002
002002005
003
003002",url,20/02/07/1000000983/,http://koodonkr.hgodo.com/product_img/Accessories/50500002/50500002_f.jpg
1000000985,에르메스 H Hour,5996778,"005002
005",url,20/02/08/1000000985/,http://koodonkr.hgodo.com/reebonz_facebook_img/5996778.jpg
1000000986,에르메스 테이블 시계,7046668,"005004
005",url,20/02/08/1000000986/,http://koodonkr.hgodo.com/reebonz_facebook_img/7046668.jpg
1000000995,프라다 사피아노 메탈 쇼트 플랩 여성 실버 반지갑,8707701,"007001
007",url,20/02/08/1000000995/,http://koodonkr.hgodo.com/reebonz_facebook_img/8707701.jpg
1000000996,프라다 다이노 투웨이 여성 베이지 토트 백,8650966,"003002003
003
003002",url,20/02/08/1000000996/,http://koodonkr.hgodo.com/reebonz_facebook_img/8650966.jpg
1000000997,구찌 인터로킹 WOC 여성 레드 체인 크로스 백 510314,8694559,"003002005
003
003002",url,20/02/08/1000000997/,http://koodonkr.hgodo.com/reebonz_facebook_img/8694559.jpg
